country,year,co2
Romania,1898,1.711
Romania,1920,5.485
Romania,1921,5.917
Romania,1922,7.141
Romania,1923,8.475
Romania,1924,10.006
Romania,1925,11.71
Romania,1926,14.502
Romania,1928,18.271
Romania,1929,20.491
Romania,1930,23.243
Romania,1931,25.849
Romania,1932,27.358
Romania,1933,27.311
Romania,1934,31.659
Romania,1935,31.531
Romania,1897,1.297
Romania,1936,33.154
Romania,1919,4.664
Romania,1918,3.188
Romania,1927,16.125
Romania,1916,2.997
Romania,1899,1.612
Romania,1900,1.238
Romania,1917,2.514
Romania,1901,1.594
Romania,1902,1.59
Romania,1903,1.847
Romania,1905,2.66
Romania,1906,3.598
Romania,1907,4.558
Romania,1904,2.187
Romania,1909,4.858
Romania,1910,4.818
Romania,1911,5.774
Romania,1912,6.013
Romania,1913,6.991
Romania,1908,4.386
Romania,1914,5.785
Romania,1915,5.144
Russia,1953,508.591
Russia,1959,848.035
Russia,1952,480.735
Russia,1958,806.603
Russia,1955,629.836
Russia,1956,690.554
Russia,1954,555.459
Russia,1960,882.927
Russia,1957,755.682
Russia,1961,910.542
Russia,1968,1312.749
Russia,1963,1024.911
Russia,1964,1090.02
Russia,1965,1156.312
Russia,1966,1221.123
Russia,1967,1276.867
Russia,1969,1367.141
Russia,1970,1437.871
Russia,1951,448.93
Russia,1971,1525.874
Russia,1962,955.667
Russia,1950,414.228
Russia,1931,114.559
Russia,1948,326.913
Russia,1972,1605.411
Russia,1928,65.135
Russia,1929,70.146
Russia,1930,95.357
Russia,1932,129.075
Russia,1933,144.255
Russia,1934,174.494
Russia,1935,197.517
Russia,1936,226.491
Russia,1949,371.617
Russia,1937,231.596
Russia,1939,247.437
Russia,1940,296.644
Russia,1941,260.609
Russia,1942,141.681
Russia,1943,147.867
Russia,1944,214.434
Russia,1945,227.022
Russia,1946,255.133
Russia,1947,307.221
Russia,1938,244.439
Russia,1973,1673.209
Russia,2014,1622.589
Russia,1975,1825.755
Russia,2001,1507.707
Russia,2002,1495.694
Russia,2003,1525.607
Russia,2004,1530.694
Russia,2005,1547.599
Russia,2006,1606.542
Russia,2007,1604.549
Russia,2008,1636.923
Russia,2009,1528.961
Russia,2000,1471.259
Russia,2010,1613.113
Russia,2012,1680.104
Russia,2013,1619.42
Russia,2015,1623.1
Russia,2020,1577.136
Russia,2016,1618.599
Russia,2017,1646.457
Russia,2018,1691.647
Russia,2019,1679.449
Russia,1927,58.632
Russia,2011,1665.207
Russia,1999,1486.301
Russia,1998,1458.368
Russia,1997,1475.36
Russia,1976,1896.073
Russia,1977,1960.565
Russia,1978,2027.894
Russia,1979,2044.713
Russia,1980,2125.165
Russia,1981,2084.698
Russia,1982,2124.002
Russia,1983,2154.129
Russia,1984,2173.259
Russia,1985,2343.796
Russia,1986,2344.124
Russia,1987,2355.475
Russia,1988,2430.947
Russia,1989,2400.308
Russia,1990,2525.518
Russia,1991,2396.205
Russia,1992,1957.886
Russia,1993,1859.679
Russia,1994,1641.616
Russia,1995,1613.141
Russia,1996,1580.376
Russia,1974,1736.921
Russia,1926,47.159
Russia,1834,0.0144117647058823
Russia,1924,32.977
Russia,1855,0.21
Russia,1856,0.2383333333333333
Russia,1857,0.2666666666666666
Russia,1858,0.295
Russia,1859,0.313
Russia,1860,0.414
Russia,1861,0.525
Russia,1862,0.474
Russia,1863,0.496
Russia,1854,0.1818
Russia,1864,0.557
Russia,1866,1.681
Russia,1867,1.929
Russia,1868,1.605
Russia,1869,2.177
Russia,1870,2.363
Russia,1871,3.19
Russia,1872,3.275
Russia,1873,3.074
Russia,1874,3.731
Russia,1865,0.532
Russia,1875,4.294
Russia,1853,0.1536
Russia,1851,0.0972
Russia,1830,0.011
Russia,1831,0.013
Russia,1832,0.009
Russia,1833,0.011
Russia,1835,0.0178235294117647
Russia,1836,0.021235294117647
Russia,1837,0.0246470588235294
Russia,1838,0.0280588235294117
Russia,1839,0.0314705882352941
Russia,1852,0.1254
Russia,1840,0.0348823529411764
Russia,1842,0.0417058823529411
Russia,1843,0.0451176470588235
Russia,1844,0.0485294117647058
Russia,1845,0.0519411764705882
Russia,1846,0.0553529411764705
Russia,1847,0.0587647058823529
Russia,1848,0.0621764705882353
Russia,1849,0.0655882352941176
Russia,1850,0.069
Russia,1841,0.0382941176470588
Russia,1876,5.332
Russia,1925,32.548
Russia,1878,7.111
Russia,1904,49.529
Russia,1905,44.211
Russia,1906,50.427
Russia,1907,56.483
Russia,1908,56.83
Russia,1909,59.991
Russia,1910,58.833
Russia,1911,60.997
Russia,1912,69.096
Russia,1903,44.517
Russia,1913,75.06
Russia,1915,62.179
Russia,1916,66.272
Russia,1917,60.992
Russia,1918,24.324
Russia,1919,20.776
Russia,1921,20.546
Russia,1922,25.057
Russia,1923,27.679
Russia,1877,5.441
Russia,1914,67.743
Russia,1902,45.509
Russia,1920,18.946
Russia,1900,45.896
Russia,1901,47.119
Russia,1879,7.297
Russia,1880,8.56
Russia,1882,9.496
Russia,1883,10.808
Russia,1884,10.974
Russia,1885,11.953
Russia,1886,12.259
Russia,1887,12.972
Russia,1888,13.531
Russia,1881,9.016
Russia,1890,16.549
Russia,1889,14.613
Russia,1898,34.925
Russia,1896,26.933
Russia,1895,26.457
Russia,1897,31.14
Russia,1893,22.607
Russia,1892,19.288
Russia,1891,18.221
Russia,1894,23.025
Russia,1899,40.515
Slovakia,1963,38.521
Slovakia,1965,39.049
Slovakia,1971,50.445
Slovakia,1966,38.814
Slovakia,1967,38.725
Slovakia,1968,40.525
Slovakia,1969,43.029
Slovakia,1970,49.345
Slovakia,1975,54.054
Slovakia,1973,51.103
Slovakia,1974,51.627
Slovakia,1976,56.2
Slovakia,1977,57.931
Slovakia,1978,58.4
Slovakia,1962,36.593
Slovakia,1979,56.847
Slovakia,1972,50.927
Slovakia,1961,34.339
Slovakia,1949,17.99
Slovakia,1959,29.661
Slovakia,1980,57.515
Slovakia,1942,20.128
Slovakia,1943,22.223
Slovakia,1944,21.202
Slovakia,1945,11.252
Slovakia,1946,13.969
Slovakia,1947,15.839
Slovakia,1948,17.113
Slovakia,1950,18.52
Slovakia,1951,19.732
Slovakia,1952,21.098
Slovakia,1953,21.866
Slovakia,1954,23.349
Slovakia,1955,24.228
Slovakia,1956,25.997
Slovakia,1957,27.141
Slovakia,1958,29.652
Slovakia,1960,31.633
Slovakia,1981,56.841
Slovakia,2004,42.787
Slovakia,1983,56.391
Slovakia,2005,42.793
Slovakia,2006,42.557
Slovakia,2007,40.976
Slovakia,2008,41.373
Slovakia,2009,37.635
Slovakia,2010,38.412
Slovakia,2011,37.999
Slovakia,1941,18.662
Slovakia,2012,35.921
Slovakia,2014,33.591
Slovakia,2015,34.411
Slovakia,2016,34.856
Slovakia,2017,36.031
Slovakia,2018,36.03
Slovakia,2019,33.773
Slovakia,2020,30.73
Slovakia,2013,35.507
Slovakia,2003,42.307
Slovakia,2002,41.975
Slovakia,2001,43.245
Slovakia,1984,58.377
Slovakia,1985,57.617
Slovakia,1986,58.038
Slovakia,1987,57.338
Slovakia,1988,56.282
Slovakia,1989,53.673
Slovakia,1990,61.475
Slovakia,1991,53.282
Slovakia,1992,48.875
Slovakia,1993,46.333
Slovakia,1994,43.732
Slovakia,1995,44.174
Slovakia,1996,44.042
Slovakia,1997,44.172
Slovakia,1998,43.932
Slovakia,1999,43.061
Slovakia,2000,41.152
Slovakia,1982,56.337
Slovakia,1940,18.545
Slovakia,1964,40.087
Slovakia,1938,14.983
Slovakia,1881,5.286
Slovakia,1882,5.406
Slovakia,1883,5.774
Slovakia,1884,5.964
Slovakia,1885,6.262
Slovakia,1886,6.583
Slovakia,1887,6.914
Slovakia,1880,5.005
Slovakia,1888,7.411
Slovakia,1890,8.391
Slovakia,1891,8.699
Slovakia,1892,8.831
Slovakia,1893,9.027
Slovakia,1894,9.254
Slovakia,1895,9.604
Slovakia,1896,9.84
Slovakia,1889,7.846
Slovakia,1879,4.724
Slovakia,1878,4.396
Slovakia,1876,3.992
Slovakia,1939,16.45
Slovakia,1860,0.065
Slovakia,1861,0.214
Slovakia,1862,0.364
Slovakia,1863,0.514
Slovakia,1864,0.663
Slovakia,1865,0.813
Slovakia,1866,0.963
Slovakia,1867,1.112
Slovakia,1868,1.262
Slovakia,1869,1.411
Slovakia,1870,1.561
Slovakia,1871,1.711
Slovakia,1872,1.86
Slovakia,1873,2.01
Slovakia,1874,2.159
Slovakia,1875,2.309
Slovakia,1897,10.415
Slovakia,1898,10.647
Slovakia,1877,4.194
Slovakia,1900,10.844
Slovakia,1921,10.523
Slovakia,1922,9.392
Slovakia,1923,9.927
Slovakia,1924,12.184
Slovakia,1925,11.467
Slovakia,1926,11.626
Slovakia,1927,12.477
Slovakia,1929,14.695
Slovakia,1930,12.909
Slovakia,1931,12.075
Slovakia,1932,10.523
Slovakia,1933,9.629
Slovakia,1934,9.617
Slovakia,1935,9.899
Slovakia,1936,10.755
Slovakia,1899,10.924
Slovakia,1937,13.024
Slovakia,1920,10.958
Slovakia,1919,11.048
Slovakia,1928,13.137
Slovakia,1907,13.346
Slovakia,1903,11.698
Slovakia,1904,11.813
Slovakia,1905,12.16
Slovakia,1906,12.699
Slovakia,1908,13.592
Slovakia,1909,13.509
Slovakia,1918,11.695
Slovakia,1910,13.368
Slovakia,1912,14.404
Slovakia,1913,15.067
Slovakia,1914,13.736
Slovakia,1915,13.705
Slovakia,1901,11.331
Slovakia,1916,14.587
Slovakia,1917,13.717
Slovakia,1911,13.538
Slovakia,1902,11.483
Spain,1958,55.873
Spain,1957,50.213
Spain,1956,42.333
Spain,1970,116.766
Spain,1954,39.724
Spain,1959,52.079
Spain,1953,38.931
Spain,1952,37.603
Spain,1955,40.272
Spain,1960,48.866
Spain,1968,97.017
Spain,1962,59.976
Spain,1963,58.743
Spain,1964,64.324
Spain,1965,71.02
Spain,1966,77.617
Spain,1967,86.394
Spain,1969,96.737
Spain,1951,33.115
Spain,1971,128.459
Spain,1961,53.607
Spain,1950,33.035
Spain,1932,21.176
Spain,1948,32.714
Spain,1928,21.509
Spain,1972,144.716
Spain,1929,23.97
Spain,1930,23.636
Spain,1931,22.531
Spain,1933,18.706
Spain,1934,20.245
Spain,1935,22.455
Spain,1936,8.055
Spain,1949,35.755
Spain,1937,5.245
Spain,1939,15.714
Spain,1940,21.619
Spain,1941,21.508
Spain,1942,23.058
Spain,1943,23.849
Spain,1944,25.791
Spain,1945,28.267
Spain,1946,28.087
Spain,1947,31.172
Spain,1938,13.221
Spain,1973,154.957
Spain,2013,252.726
Spain,1975,181.054
Spain,2001,313.344
Spain,2002,333.447
Spain,2003,337.701
Spain,2004,354.612
Spain,2005,369.681
Spain,2006,360.703
Spain,2007,368.546
Spain,2008,336.767
Spain,2009,297.385
Spain,2000,311.385
Spain,2010,283.873
Spain,2012,278.964
Spain,2014,255.068
Spain,2015,271.694
Spain,2016,260.758
Spain,2017,274.642
Spain,2018,269.713
Spain,2019,251.498
Spain,2020,208.915
Spain,1927,21.445
Spain,2011,284.73
Spain,1999,299.54
Spain,1998,276.065
Spain,1997,267.42
Spain,1976,197.746
Spain,1977,194.829
Spain,1978,199.514
Spain,1979,202.747
Spain,1980,213.912
Spain,1981,206.096
Spain,1982,208.599
Spain,1983,203.435
Spain,1984,197.667
Spain,1985,199.931
Spain,1986,189.113
Spain,1987,189.508
Spain,1988,197.458
Spain,1989,224.885
Spain,1990,231.194
Spain,1991,240.932
Spain,1992,249.831
Spain,1993,241.209
Spain,1994,253.688
Spain,1995,267.458
Spain,1996,254.883
Spain,1974,172.666
Spain,1926,18.379
Spain,1867,2.557
Spain,1924,18.39
Spain,1854,0.55
Spain,1855,0.553
Spain,1856,0.755
Spain,1857,0.85
Spain,1858,1.15
Spain,1859,1.63
Spain,1860,1.931
Spain,1861,2.004
Spain,1862,2.187
Spain,1853,0.652
Spain,1863,2.433
Spain,1865,2.305
Spain,1866,2.29
Spain,1868,2.66
Spain,1869,2.638
Spain,1870,3.074
Spain,1871,2.939
Spain,1872,3.261
Spain,1873,3.136
Spain,1874,3.118
Spain,1864,2.334
Spain,1875,3.29
Spain,1852,0.535
Spain,1850,0.495
Spain,1830,0.004
Spain,1925,19.053
Spain,1832,0.004
Spain,1833,0.004
Spain,1834,0.004
Spain,1835,0.004
Spain,1836,0.022
Spain,1837,0.037
Spain,1838,0.026
Spain,1851,0.509
Spain,1839,0.048
Spain,1841,0.103
Spain,1842,0.143
Spain,1843,0.172
Spain,1844,0.202
Spain,1845,0.275
Spain,1846,0.282
Spain,1847,0.26
Spain,1848,0.293
Spain,1849,0.326
Spain,1840,0.037
Spain,1876,3.569
Spain,1831,0.004
Spain,1878,3.756
Spain,1903,12.175
Spain,1904,12.993
Spain,1905,13.571
Spain,1906,13.861
Spain,1907,14.095
Spain,1908,14.784
Spain,1909,15.165
Spain,1910,14.894
Spain,1911,14.729
Spain,1912,15.982
Spain,1913,17.419
Spain,1914,17.301
Spain,1915,15.312
Spain,1916,17.866
Spain,1917,15.85
Spain,1918,16.733
Spain,1919,15.927
Spain,1920,14.055
Spain,1921,14.847
Spain,1923,17.213
Spain,1877,3.781
Spain,1902,12.337
Spain,1901,11.805
Spain,1922,14.942
Spain,1899,10.626
Spain,1900,11.219
Spain,1879,3.972
Spain,1881,4.932
Spain,1882,5.382
Spain,1883,5.903
Spain,1884,5.87
Spain,1885,5.76
Spain,1886,6.093
Spain,1887,6.141
Spain,1888,6.434
Spain,1880,4.415
Spain,1890,7.339
Spain,1898,9.373
Spain,1889,6.822
Spain,1896,9.303
Spain,1895,8.603
Spain,1897,9.545
Spain,1893,8.119
Spain,1892,8.299
Spain,1891,7.94
Spain,1894,8.735
Sweden,1953,32.549
Sweden,1959,42.388
Sweden,1954,34.494
Sweden,1955,39.096
Sweden,1956,43.375
Sweden,1957,38.843
Sweden,1958,42.071
Sweden,1952,34.521
Sweden,1960,49.171
Sweden,1964,60.368
Sweden,1962,51.273
Sweden,1963,55.313
Sweden,1965,62.562
Sweden,1966,72.517
Sweden,1967,68.93
Sweden,1968,77.606
Sweden,1969,86.381
Sweden,1970,92.287
Sweden,1971,84.509
Sweden,1961,48.8
Sweden,1951,33.437
Sweden,1941,15.042
Sweden,1949,26.832
Sweden,1929,19.37
Sweden,1972,84.703
Sweden,1930,18.932
Sweden,1931,18.944
Sweden,1932,18.737
Sweden,1933,19.517
Sweden,1934,21.732
Sweden,1935,22.864
Sweden,1936,25.048
Sweden,1950,28.656
Sweden,1937,28.942
Sweden,1939,29.3
Sweden,1940,18.475
Sweden,1942,13.022
Sweden,1943,15.836
Sweden,1944,12.442
Sweden,1945,4.549
Sweden,1946,17.376
Sweden,1947,25.092
Sweden,1948,30.801
Sweden,1938,26.135
Sweden,1973,87.29
Sweden,1997,58.251
Sweden,1975,80.76
Sweden,2001,55.638
Sweden,2002,56.607
Sweden,2003,57.188
Sweden,2004,56.501
Sweden,2005,53.884
Sweden,2007,52.97
Sweden,2008,50.887
Sweden,2009,47.252
Sweden,2010,53.126
Sweden,2000,54.71
Sweden,2011,49.257
Sweden,2013,45.206
Sweden,2014,43.336
Sweden,2015,43.603
Sweden,2016,43.262
Sweden,2017,42.594
Sweden,2018,42.095
Sweden,2019,40.937
Sweden,2020,38.635
Sweden,1928,16.245
Sweden,2012,46.774
Sweden,1974,79.823
Sweden,1999,55.857
Sweden,1996,63.35
Sweden,1976,88.241
Sweden,1977,85.74
Sweden,1978,79.476
Sweden,1979,84.869
Sweden,1980,71.714
Sweden,1981,69.389
Sweden,1982,62.257
Sweden,1983,58.268
Sweden,1984,57.308
Sweden,1998,58.722
Sweden,1985,62.364
Sweden,1987,59.695
Sweden,1988,57.425
Sweden,1989,55.521
Sweden,1990,57.378
Sweden,1991,57.753
Sweden,1992,57.495
Sweden,1993,57.536
Sweden,1994,60.0
Sweden,1995,59.414
Sweden,1986,62.01
Sweden,1927,17.875
Sweden,2006,53.703
Sweden,1925,13.12
Sweden,1858,0.513
Sweden,1859,0.755
Sweden,1860,0.751
Sweden,1861,0.967
Sweden,1862,0.986
Sweden,1863,0.986
Sweden,1864,1.037
Sweden,1865,1.081
Sweden,1866,1.114
Sweden,1867,1.037
Sweden,1868,1.224
Sweden,1869,1.088
Sweden,1870,1.341
Sweden,1871,1.433
Sweden,1872,1.711
Sweden,1873,1.737
Sweden,1874,1.872
Sweden,1875,2.275
Sweden,1876,2.429
Sweden,1857,0.612
Sweden,1856,0.476
Sweden,1855,0.315
Sweden,1854,0.337
Sweden,1834,0.033
Sweden,1835,0.0352
Sweden,1836,0.0374
Sweden,1837,0.0395999999999999
Sweden,1838,0.0418
Sweden,1839,0.044
Sweden,1841,0.04
Sweden,1842,0.081
Sweden,1843,0.059
Sweden,1877,2.572
Sweden,1844,0.099
Sweden,1846,0.081
Sweden,1847,0.081
Sweden,1926,12.769
Sweden,1848,0.139
Sweden,1849,0.194
Sweden,1850,0.202
Sweden,1851,0.216
Sweden,1852,0.216
Sweden,1853,0.227
Sweden,1845,0.088
Sweden,1878,2.18
Sweden,1840,0.04
Sweden,1880,2.829
Sweden,1905,10.164
Sweden,1906,11.292
Sweden,1907,12.773
Sweden,1908,13.755
Sweden,1909,12.67
Sweden,1910,13.117
Sweden,1911,12.793
Sweden,1912,14.188
Sweden,1913,15.953
Sweden,1904,10.325
Sweden,1914,14.985
Sweden,1916,15.932
Sweden,1917,6.904
Sweden,1918,8.115
Sweden,1919,7.797
Sweden,1920,10.542
Sweden,1922,10.127
Sweden,1923,12.294
Sweden,1924,14.642
Sweden,1879,2.213
Sweden,1915,15.102
Sweden,1903,9.805
Sweden,1921,6.133
Sweden,1901,8.522
Sweden,1902,8.926
Sweden,1882,3.147
Sweden,1883,3.217
Sweden,1885,3.829
Sweden,1886,3.752
Sweden,1887,3.803
Sweden,1888,4.247
Sweden,1889,4.957
Sweden,1890,4.946
Sweden,1884,3.55
Sweden,1892,5.251
Sweden,1900,9.171
Sweden,1891,5.28
Sweden,1899,9.134
Sweden,1898,7.299
Sweden,1897,6.855
Sweden,1881,2.752
Sweden,1895,5.954
Sweden,1894,5.892
Sweden,1896,6.156
Sweden,1893,5.28
Switzerland,1977,41.038
Switzerland,1962,24.123
Switzerland,1963,29.07
Switzerland,1964,28.129
Switzerland,1965,30.329
Switzerland,1966,31.489
Switzerland,1967,32.519
Switzerland,1968,35.981
Switzerland,1970,40.244
Switzerland,1971,41.888
Switzerland,1972,42.916
Switzerland,1974,41.427
Switzerland,1975,39.051
Switzerland,1976,40.437
Switzerland,1978,42.17
Switzerland,1961,20.361
Switzerland,1969,38.047
Switzerland,1973,46.203
Switzerland,1951,12.298
Switzerland,1959,16.602
Switzerland,1942,5.839
Switzerland,1979,39.865
Switzerland,1943,6.172
Switzerland,1944,4.45
Switzerland,1945,1.621
Switzerland,1946,5.764
Switzerland,1947,9.446
Switzerland,1948,10.211
Switzerland,1949,8.53
Switzerland,1950,10.233
Switzerland,1952,11.225
Switzerland,1953,10.333
Switzerland,1954,12.593
Switzerland,1955,13.614
Switzerland,1956,17.061
Switzerland,1957,17.694
Switzerland,1958,16.285
Switzerland,1960,19.499
Switzerland,1980,40.491
Switzerland,2003,44.652
Switzerland,1982,36.586
Switzerland,2005,45.788
Switzerland,2006,45.373
Switzerland,2007,43.368
Switzerland,2008,44.714
Switzerland,2009,43.534
Switzerland,2010,45.049
Switzerland,2011,40.985
Switzerland,2012,42.255
Switzerland,2013,43.186
Switzerland,2014,39.231
Switzerland,2015,38.731
Switzerland,2016,39.193
Switzerland,2017,38.183
Switzerland,2018,36.868
Switzerland,2019,36.742
Switzerland,2020,32.298
Switzerland,1941,6.625
Switzerland,2004,45.236
Switzerland,1981,38.812
Switzerland,2002,43.468
Switzerland,2000,43.618
Switzerland,1983,40.023
Switzerland,1984,39.129
Switzerland,1985,39.781
Switzerland,1986,42.247
Switzerland,1987,40.205
Switzerland,1988,40.662
Switzerland,1989,39.419
Switzerland,1990,44.153
Switzerland,1991,46.132
Switzerland,1992,46.009
Switzerland,1993,43.601
Switzerland,1994,42.676
Switzerland,1995,43.413
Switzerland,1996,44.099
Switzerland,1997,43.037
Switzerland,1998,44.615
Switzerland,1999,44.446
Switzerland,2001,45.082
Switzerland,1940,8.311
Switzerland,1867,0.674
Switzerland,1938,10.458
Switzerland,1880,1.671
Switzerland,1881,1.565
Switzerland,1882,1.729
Switzerland,1883,1.913
Switzerland,1884,1.964
Switzerland,1885,2.045
Switzerland,1886,2.085
Switzerland,1879,1.447
Switzerland,1887,2.257
Switzerland,1889,2.543
Switzerland,1890,2.876
Switzerland,1891,3.521
Switzerland,1892,3.47
Switzerland,1893,2.876
Switzerland,1894,3.583
Switzerland,1895,3.847
Switzerland,1888,2.305
Switzerland,1878,1.356
Switzerland,1877,1.418
Switzerland,1876,1.495
Switzerland,1939,11.86
Switzerland,1858,0.147
Switzerland,1859,0.205
Switzerland,1860,0.304
Switzerland,1861,0.425
Switzerland,1862,0.469
Switzerland,1863,0.469
Switzerland,1864,0.572
Switzerland,1865,0.696
Switzerland,1866,0.689
Switzerland,1868,0.769
Switzerland,1869,0.744
Switzerland,1870,0.898
Switzerland,1871,1.11
Switzerland,1872,1.275
Switzerland,1873,1.238
Switzerland,1874,1.169
Switzerland,1896,4.21
Switzerland,1897,4.441
Switzerland,1875,1.279
Switzerland,1899,5.122
Switzerland,1921,4.466
Switzerland,1923,7.665
Switzerland,1924,7.233
Switzerland,1925,7.537
Switzerland,1926,7.456
Switzerland,1927,8.596
Switzerland,1928,8.963
Switzerland,1920,7.233
Switzerland,1929,10.264
Switzerland,1931,10.095
Switzerland,1932,10.223
Switzerland,1933,9.567
Switzerland,1934,9.556
Switzerland,1935,9.475
Switzerland,1936,9.92
Switzerland,1898,4.749
Switzerland,1930,9.556
Switzerland,1919,4.606
Switzerland,1922,6.152
Switzerland,1917,6.108
Switzerland,1900,5.676
Switzerland,1901,5.185
Switzerland,1902,5.236
Switzerland,1903,5.672
Switzerland,1904,5.961
Switzerland,1905,6.24
Switzerland,1918,5.745
Switzerland,1907,7.999
Switzerland,1908,8.006
Switzerland,1909,8.068
Switzerland,1906,6.896
Switzerland,1910,7.79
Switzerland,1916,8.482
Switzerland,1915,8.926
Switzerland,1914,8.427
Switzerland,1937,10.464
Switzerland,1912,8.761
Switzerland,1911,8.61
Switzerland,1913,9.252
Tajikistan,1960,4.909
Tajikistan,1951,2.495
Tajikistan,1952,2.672
Tajikistan,1954,3.086
Tajikistan,1955,3.499
Tajikistan,1956,3.838
Tajikistan,1957,4.2
Tajikistan,1958,4.484
Tajikistan,1959,4.714
Tajikistan,1953,2.826
Tajikistan,1969,7.625
Tajikistan,1962,5.318
Tajikistan,1963,5.706
Tajikistan,1964,6.07
Tajikistan,1965,6.439
Tajikistan,1966,6.801
Tajikistan,1967,7.115
Tajikistan,1968,7.319
Tajikistan,1950,2.303
Tajikistan,1970,8.022
Tajikistan,1961,5.064
Tajikistan,1949,2.067
Tajikistan,1930,0.531
Tajikistan,1947,1.71
Tajikistan,1971,8.518
Tajikistan,1927,0.327
Tajikistan,1928,0.362
Tajikistan,1929,0.39
Tajikistan,1931,0.639
Tajikistan,1932,0.719
Tajikistan,1933,0.804
Tajikistan,1934,0.972
Tajikistan,1935,1.1
Tajikistan,1948,1.819
Tajikistan,1936,1.26
Tajikistan,1938,1.361
Tajikistan,1939,1.377
Tajikistan,1940,1.651
Tajikistan,1941,1.451
Tajikistan,1942,0.791
Tajikistan,1943,0.825
Tajikistan,1944,1.197
Tajikistan,1945,1.265
Tajikistan,1946,1.421
Tajikistan,1937,1.289
Tajikistan,1972,8.967
Tajikistan,2013,2.907
Tajikistan,1974,9.715
Tajikistan,2000,2.234
Tajikistan,2001,2.288
Tajikistan,2002,1.877
Tajikistan,2003,2.071
Tajikistan,2004,2.56
Tajikistan,2005,2.439
Tajikistan,2006,2.655
Tajikistan,2007,3.227
Tajikistan,2008,2.896
Tajikistan,1999,2.517
Tajikistan,2009,2.444
Tajikistan,2012,2.933
Tajikistan,1926,0.263
Tajikistan,2014,4.6
Tajikistan,2015,5.302
Tajikistan,2016,6.44
Tajikistan,2017,7.865
Tajikistan,2018,9.108
Tajikistan,2019,8.634
Tajikistan,2020,9.448
Tajikistan,2011,2.341
Tajikistan,1998,2.497
Tajikistan,1997,2.15
Tajikistan,1996,2.824
Tajikistan,1975,10.216
Tajikistan,1976,10.607
Tajikistan,1977,10.967
Tajikistan,1978,11.347
Tajikistan,1979,11.438
Tajikistan,1980,11.885
Tajikistan,1981,11.666
Tajikistan,1982,11.884
Tajikistan,1983,12.055
Tajikistan,1984,12.161
Tajikistan,1985,13.107
Tajikistan,1986,12.635
Tajikistan,1987,12.125
Tajikistan,1988,12.937
Tajikistan,1989,12.774
Tajikistan,1990,12.084
Tajikistan,1991,9.767
Tajikistan,1992,7.308
Tajikistan,1993,5.171
Tajikistan,1994,2.355
Tajikistan,1995,2.445
Tajikistan,1973,9.352
Tajikistan,1925,0.182
Tajikistan,2010,2.536
Tajikistan,1923,0.154
Tajikistan,1854,0.0008
Tajikistan,1855,0.001
Tajikistan,1856,0.0013333333333333
Tajikistan,1857,0.0016666666666666
Tajikistan,1858,0.002
Tajikistan,1859,0.002
Tajikistan,1860,0.002
Tajikistan,1861,0.003
Tajikistan,1862,0.003
Tajikistan,1853,0.0006
Tajikistan,1863,0.003
Tajikistan,1865,0.003
Tajikistan,1866,0.009
Tajikistan,1867,0.011
Tajikistan,1868,0.009
Tajikistan,1869,0.012
Tajikistan,1870,0.013
Tajikistan,1871,0.018
Tajikistan,1872,0.018
Tajikistan,1873,0.017
Tajikistan,1864,0.003
Tajikistan,1852,0.0004
Tajikistan,1851,0.0002
Tajikistan,1850,0.0
Tajikistan,1924,0.184
Tajikistan,1830,0.0
Tajikistan,1831,0.0
Tajikistan,1832,0.0
Tajikistan,1833,0.0
Tajikistan,1834,0.0
Tajikistan,1835,0.0
Tajikistan,1836,0.0
Tajikistan,1837,0.0
Tajikistan,1838,0.0
Tajikistan,1839,0.0
Tajikistan,1840,0.0
Tajikistan,1841,0.0
Tajikistan,1842,0.0
Tajikistan,1843,0.0
Tajikistan,1844,0.0
Tajikistan,1845,0.0
Tajikistan,1846,0.0
Tajikistan,1847,0.0
Tajikistan,1848,0.0
Tajikistan,1849,0.0
Tajikistan,1874,0.021
Tajikistan,1875,0.024
Tajikistan,1922,0.14
Tajikistan,1877,0.03
Tajikistan,1902,0.254
Tajikistan,1903,0.248
Tajikistan,1904,0.276
Tajikistan,1905,0.247
Tajikistan,1906,0.281
Tajikistan,1907,0.315
Tajikistan,1908,0.317
Tajikistan,1909,0.335
Tajikistan,1910,0.328
Tajikistan,1901,0.263
Tajikistan,1911,0.34
Tajikistan,1913,0.419
Tajikistan,1914,0.378
Tajikistan,1915,0.347
Tajikistan,1916,0.37
Tajikistan,1917,0.34
Tajikistan,1919,0.116
Tajikistan,1920,0.106
Tajikistan,1921,0.115
Tajikistan,1876,0.03
Tajikistan,1912,0.386
Tajikistan,1900,0.256
Tajikistan,1918,0.136
Tajikistan,1898,0.195
Tajikistan,1878,0.04
Tajikistan,1899,0.226
Tajikistan,1879,0.041
Tajikistan,1881,0.05
Tajikistan,1882,0.053
Tajikistan,1883,0.06
Tajikistan,1884,0.061
Tajikistan,1885,0.067
Tajikistan,1886,0.068
Tajikistan,1887,0.072
Tajikistan,1880,0.048
Tajikistan,1889,0.082
Tajikistan,1890,0.092
Tajikistan,1891,0.102
Tajikistan,1892,0.108
Tajikistan,1893,0.126
Tajikistan,1894,0.129
Tajikistan,1895,0.148
Tajikistan,1897,0.174
Tajikistan,1888,0.076
Tajikistan,1896,0.15
Turkey,1965,27.353
Turkey,1966,31.506
Turkey,1968,36.265
Turkey,1969,38.753
